,sentence,sentiment
7788,dạy song song với ôn tập kiến thức cũ .,1
7789,phải tạo điều kiện cho sinh viên thực hành nhiều hơn .,0
7790,chia sẻ nhiều slide có giá trị học tập cao .,1
7791,micro hư thường xuyên .,0
7792,thầy hay bận .,0
7793,"luyện nói , nghe ít hoạt động vui , thoải mái .",1
7794,"giáo viên tận tình giảng dạy , phương pháp và cách giảng bài dễ hiểu .",1
7795,giáo viên giảng dạy có trách nhiệm .,1
7796,có cho làm bài tập mỗi buổi .,1
7797,giảng viên nên cho thêm bài tập và hướng dẫn giải .,0
7798,"trang thiết bị phục vụ cho việc học còn nhiều hạn chế , cụ thể là ở tòa nhà c hầu hết các phòng không có màng che nên sinh viên không thể nhìn rõ slide để có thể học .",0
7799,"tinh thần , kiến thức .",1
7800,cô wzjwz117 dạy rất nhiệt tình và dễ hiểu .,1
7801,"thầy dạy hay , rất vui vẻ .",1
7802,em xin cảm ơn !,1
7803,"bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .",0
7804,cô nên cho làm bài tập theo team nhiều hơn .,0
7805,về phương pháp giảng dạy và cách truyền đạt của giáo viên .,1
7806,"đi từ dễ đến khó , có định hướng rõ ràng .",1
7807,"giảng dạy qua loa , mơ hồ , phó thác cho google , luyên thuyên lan man nhiều .",0
7808,giảng viên cần có phương pháp giảng dạy sâu hơn .,0
7809,lần sau nên chuyển sang trắc nghiệm hỏi được nhiều cái hơn .,0
7810,"cô là người nhiệt huyết , có cách truyền cảm hứng cho sinh viên .",1
7811,"dạy hơi "" lạc đề "" , dạy "" ít ai hiểu "" mà cho đề bài tập bao khó , đồ án bao khủng .",0
7812,cần nâng cao công tác giảng dạy .,0
7813,thầy thường vắng và thay vào đó là dạy bù .,0
7814,thầy nhiệt tình chu đáo quan tâm đến học sinh .,1
7815,"giảng viên hiểu tâm lý sinh viên , giảng viên giảng bài dễ hiểu .",1
7816,kiểm tra thường xuyên .,1
7817,phòng lab nên được cải thiện .,0
7818,hay .,1
7819,phân chia nhóm thực hành không hợp lý và thầy cũng không quan tâm .,0
7820,lên lớp không đều lắm .,0
7821,không dạy lố giờ nữa .,0
7822,bám vào slide đọc khá nhiều .,0
7823,trình bày ý trong slide rất chi tiết .,1
7824,"bài tập nhiều , đầy đủ dạng .",1
7825,giảng viên chấm bài thi hơi khó .,0
7826,một số kiến thức năng cao thầy trình bày còn khó hiểu .,0
7827,đưa ra nhiều phương pháp để giải bài tập .,0
7828,không có ý kiến gì ạ .,1
7829,"tên môn học là seminar các vấn đề hiện đại của công nghệ phần mềm , nhưng phần seminar của mỗi nhóm là trình bày các vấn đề của các phần mềm trong lịch sử , thời trước .",0
7830,do gộp cả cấu trúc dữ liệu 1 và 2 vào trong cùng 1 học kỳ nên lượng kiến thức khá nhiều .,0
7831,thầy đi dạy rất đúng giờ .,1
7832,nhiệt tình truyền đạt kiến thức .,1
7833,"cô rất nhiệt tình với sinh viên , vui vẻ , dễ chịu .",1
7834,em rất thất vọng với môn học của giảng viên này .,0
7835,"giảng viên lý thuyết , thực hành cần thay đổi cách giảng dạy để sinh viên hiểu được nội dung của môn học .",0
7836,"giảng viên cần chú tâm hơn , giải thích vấn đề cho sinh viên , việc ôn tập cho kỳ thi chưa tốt , mức độ ra đề khác với quá trình ôn tập , quá trình học chưa giải đáp hết thắc mắc .",0
7837,có lẽ nhờ thầy em sẽ đậu môn gt 2 sau 4 năm miệt mài học đi học lại .,1
7838,"có thể do thầy bận việc nên việc dạy học trên lớp không được ổn định , dẫn tới việc học bù nhiều , mong thầy sắp xếp ổn thỏa hơn nữa do không phải khi nào em cũng học được nhiều buổi học bù như vậy .",0
7839,mong nhà trường sẽ nâng cao cơ sở vật chất trong phòng máy để đảm bảo hiệu quả hơn .,0
7840,thầy giảng bài nhiệt tình .,1
7841,"dễ hiểu , tận tâm , nhiệt huyết , tạo bầu không khí trong lớp học .",1
7842,"cuối cùng thì ngoài những lời phê bình thầy quá nhiều , khó kể hết .",0
7843,ngoài ra cô nên đưa ra các chủ đề cụ thể về đồ án và chỉ rõ điểm gì làm cho đồ án này phải sử dụng cơ sở tri thức mà không sử dụng hệ cơ sở dữ liệu quan hệ thông thường .,0
7844,giảng viên cần giảng nhiệt tình và làm nhiều ví dụ và bài tập vào từng phần cụ thể hơn nữa .,0
7845,cô dạy lý thuyết trên lớp rất kỹ và tận tình trong việc hướng dẫn bài tập cho học sinh .,1
7846,nên thay máy chiếu và âm thanh tại phòng wzjwz154 .,0
7847,"phòng anh văn gần với công trình đang thi công , mong nhà trường sắp xếp để có phòng học yên tĩnh .",0
7848,hiện tại trong khi chương trình thực hành đã kết thúc nhưng vẫn không có lịch thi cụ thể .,0
7849,thầy luôn liên hệ thực tế với những gì đang học .,1
7850,"thầy tận tâm , dễ hiểu .",1
7851,cô tổ chức nhiều hoạt động kết hợp với môn học nhằm nâng cao hiệu quả .,1
7852,giảng viên tận tình truyền đạt kiến thức biết cách làm lớp học không bị nhàm chán giúp sinh viên có hứng thú học hơn ngoài ra còn có các trò chơi áp dụng kiến thức giúp cho sinh viên hiểu hơn về vấn đề mới học .,1
7853,giáo viên dạy rất dễ hiểu .,1
7854,cần tăng thời gian môn học lên 20 - 40% để sinh viên có đủ thời gian tiếp thu sâu hơn kiến thức môn học .,0
7855,có nhiều bài tập và giảng dạy nhiệt tình .,1
7856,giải đáp thắc mắc nhiệt tình .,1
7857,không dạy nói toàn thứ ngoài lề môn học .,0
7858,"nội dung môn học không thừa , không thiếu .",1
7859,giảng cần nhiệt tình hơn .,0
7860,tiết ôn tập khá đầy đủ và bao quát các kiến thức của môn học .,1
7861,"nhưng giảng viên cho thực hiện đồ án với một ngôn ngữ hoàn toàn mới với hầu hết sinh viên html , cs , php cơ sở dữ liệu elg , tài liệu mô tả hoàn toàn không rõ ràng nhưng giảng viên buộc sinh viên liên tục liên hệ để giải quyết .",0
7862,sử dụng thời gian dạy chưa được khoa học .,0
7863,"em rất yêu thầy , hy vọng được thầy dạy tiếp ở các môn học sau này hi hi .",1
7864,cũng tự học là chính vì là môn thực hành mà .,1
7865,"khi chữa bài tập , giáo viên nên chữa bài với tốc độ chậm lại và cần giải thích kỹ càng hơn đáp án cho sinh viên hiểu .",0
7866,thầy rất nhiệt tình và chia sẻ nhiều chủ đề thú vị .,1
7867,"thầy dạy truyền đạt tốt , dễ hiểu .",1
7868,"giảng viên không chuẩn bị bài giảng trước khi đến lớp , nói qua loa .",0
7869,"theo như em biết là mọi người đánh giá môn này là môn buồn ngủ nhất , nặng về lý thuyết .",0
7870,"thầy vui vẻ , dễ gần , kiến thức rộng .",1
7871,tạo hứng thú trong học tập .,1
7872,phương pháp dễ hiểu .,1
7873,cô tiếng anh đẹp gái quá .,1
7874,mong thầy dạy các lớp sau này dạy đúng khung giờ thầy đặt ra .,0
7875,"giáo viên vui tính , dạy thực tế .",1
7876,"và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá .",1
7877,bảo ví dụ về tự kiểm tra .,0
7878,giải thích được các vấn đề mà sinh viên chưa hiểu ở lý thuyết .,1
7879,"chị tận tình , giảng dễ hiểu và vui tính .",1
7880,giảng viên giảng dạy không chuẩn bị kỹ kiến thức để dạy cho sinh viên .,0
7881,cần có bài tập về nhà .,0
7882,học những môn tiên quyết trước .,0
7883,"thầy tận tâm với sinh viên , luôn nghĩ cho sinh viên .",1
7884,"giáo viên giúp em có kỹ năng làm các dạng bài tập , giải các đề năm trước nhiệt tình và tận tâm .",1
7885,"giảng viên nhiệt tình , dễ thương , giảng bài dễ hiểu .",1
7886,"giải tích đã khó , đừng làm mọi thứ khác trở nên bất bình thường .",0
7887,về muộn .,0
7888,em mong cô sẽ hướng dẫn cụ thể hơn thay vì chỉ nói trong slide !,0
7889,thầy rất nhiệt tình trong việc giảng dạy .,1
7890,ở lớp có nhiều bạn siêng nhưng cách giảng của cô rất khó hiểu .,0
7891,"thầy giảng hay , vui , gần gũi với học sinh .",1
7892,thầy rất vui tính và thân thiện .,1
7893,nhiệt tình thân thiện .,1
7894,bài tập sinh động .,1
7895,đặc biệt đây là môn chuyên ngành cần giảng viên phù hợp .,0
7896,cho sinh viên cơ hội tham gia project thực tế .,1
7897,cho thêm bài tập và các chủ đề để sinh viên tìm hiểu .,0
7898,thầy nhiệt tình không gây buồn chán khi học .,1
7899,lý thuyết hơi khó hiểu .,0
7900,"giảng viên cần tạo thêm những hoạt động tranh luận , làm việc nhóm nhiều hơn thay vì chỉ dạy lý thuyết .",0
7901,"giảng dạy nhiệt tình , nghiêm túc , có quan tâm đến sinh viên .",1
7902,cần giành nhiều thời gian trên lớp để luyện tập phần nghe và nói .,0
7903,thời gian lên lớp hợp lý .,1
7904,"giảng viên rất tận tâm , nhiệt tình trong công tác giảng dạy .",1
7905,giáo viên dạy nhiệt tình và rất tận tâm .,1
7906,"thầy dạy nghiêm túc nhưng lại rất dễ chịu , hay pha trò làm sôi nổi không khí trong lớp , đáp ứng đầy đủ kiến thức của môn học .",1
7907,"thoải mái , có hiệu quả .",1
7908,giảng dạy .,1
7909,"thầy nhiệt tình , giọng dễ nghe , làm việc đúng giờ ( cái này em rất thích ) , tác phong làm việc gọn gàng nhanh nhẹn , dứt khoát .",1
7910,"giảng viên đảm bảo giờ giấc , học bù đầy đủ .",1
7911,bài tập giáo viên dạy khá thú vị .,1
7912,gần gũi sinh viên .,1
7913,"cần bám sát giáo trình nhiều hơn , tránh dạy tràn lan .",0
7914,thầy vui vẻ tận tâm trong bài giảng .,1
7915,"cô nên trau chuốt lại slide môn học , vì nó được dịch rất khó hiểu và cả sai chính tả nữa .",0
7916,"bài học rõ ràng , bám sát nội dung thi .",1
7917,"cô wzjwz221 rất nhiệt tình trong giờ thực hành , tận tâm , sẵn sàng giúp đỡ tìm lỗi sai và chỉ cách khắc phục .",1
7918,nhưng điều đáng nói là điểm thi lại cao hơn những bạn thi đậu lần đầu và điểm này được lấy cho các bạn đó .,1
7919,chất lượng giảng dạy rất tốt .,1
7920,"thầy dạy hơi nhannh , bài tập hơi khó .",0
7921,là thầy có vẻ giỏi .,1
7922,phương pháp dạy còn hơi khó hiểu .,0
7923,"phòng máy chất lượng khá cùi , nhiều máy không có visual 2010 .",0
7924,cô nên thêm nhiều phần đọc .,0
7925,giáo viên luôn nhiệt tình và gần gũi .,1
7926,một số phần thầy chưa nói rõ gây khó khăn cho việc tìm hiểu .,0
7927,"giảng viên nhiệt tình , bám sát thực tế .",1
7928,slide và bài tập cụ thể .,1
7929,nên đầu tư nhiều hơn vào trang thiết bị .,0
7930,cô cho bài tập làm ngay trên lớp để lấy điểm .,1
7931,đôi khi sinh viên không thể suy nghĩ ra mà không có sự giúp đỡ của thầy .,1
7932,em học thầy được nửa kỳ trước thì tự cúp qua lớp cô wzjwz218 học .,1
7933,các bài thực hành không hỗ trợ nhiều cho đồ án .,0
7934,rất nhiệt tình coloncontemn .,1
7935,rất mong thầy dùng giáo trình tiếng việt để giảng dạy .,0
7936,"đúng giờ , cách giảng dạy hay , truyền cảm hứng cho các sinh viên học tập .",1
7937,"giảng viên tận tình , khả năng truyền đạt cao .",1
7938,"giảng viên nhiệt tình , tận tâm !",1
7939,"thầy dạy tốt , có tâm huyết trong quá trình giảng dạy .",1
7940,hóa hợp với sinh viên hơn .,1
7941,thường hay bận việc .,0
7942,"vui vẻ , nhiệt tình hướng dẫn .",1
7943,môn này đổi giáo viên dạy thay quá chậm làm mất nhiều thời gian của sinh viên .,0
7944,kiến thức thực cần phải tế hơn .,0
7945,"môn học hay và bổ ích , giảng viên nhiệt tình .",1
7946,"nên tăng thời lượng môn học , vì đây là một môn học khó đối với người mới học lần đầu .",0
7947,chưa có sự đồng bộ giữa lý thuyết và thực hành .,0
7948,không dùng micro để giảng bài .,0
7949,giọng nói của giảng viên hơi khó nghe khiến việc tiếp thu các vấn đề hơi khó đối với sinh viên .,0
7950,"mang cảm hứng đến người học và rất thân thiện , nhiệt tình trong việc giảng dạy .",1
7951,"dạy hay nhưng chưa tích cực lắm , cần có phương thức dạy sôi nổi , vui tươi , tận tình hơn một chút sẽ rất hoàn chỉnh .",0
7952,thầy giảng kỹ hơn nữa .,0
7953,"giảng quá nhanh , nhiều phần bảo sinh viên tự xem .",0
7954,giảng viên cần lên lớp đúng giờ và giảng dạy đúng thời gian của môn học .,0
7955,phòng học quá nóng .,0
7956,chứ em thấy đa số các bạn đều chọn chuyên ngành máy học bên kia .,1
7957,cô giảng dễ hiểu giúp em tiếp thu bài rất nhanh .,1
7958,thầy giải thích tận tình các lỗi .,1
7959,giáo viên phát âm chuẩn .,1
7960,cô đi bài tập hơi chậm nhưng như vậy cũng được .,1
7961,"nhiệt tình , quan tâm chia sẻ với sinh viên .",1
7962,thầy không tận tình giúp đỡ sinh viên giải quyết các vấn đề .,0
7963,"đề cập nhiều hơn về các vấn đề , nội dung thực tế hiện nay ví dụ ipv6 là điều cần quan tâm nhưng chỉ đề cập sơ sài .",0
7964,đôi lúc đi muộn giờ học .,0
7965,cho phép được sử dụng android trong báo cáo .,0
7966,cải tiến phòng học nhiều thiết bị cho việc thực hành .,0
7967,ôn tập dễ hiểu .,1
7968,mong thầy quan tâm học trò của mình hơn nữa !,0
7969,cần thống nhất giữa giáo viên lý thuyết và thực hành .,0
7970,giảng viên thường xuyên cập nhật rất nhiều thông tin bổ ích cho sinh viên .,1
7971,số tiết thực hành còn ít .,0
7972,"nên cập nhật book , slide thường xuyên vì quá cũ không tích hợp được với chương trình bây giờ .",0
7973,"không nên dùng hình thức thi lý thuyết , nên cho sinh viên làm đồ án và yêu cầu của đồ án phải cao hơn môn "" lập trình windows "" môn "" lập trình trực quan "" .",0
7974,giáo viên hướng dẫn nhiệt tình .,1
7975,"đầu tư một bộ giáo trình chất lượng , dễ hiểu .",0
7976,rất thích nguyên tắc đúng giờ của thầy .,1
7977,thầy demo ngay trên code mẫu thực tế nên rất dễ nhớ bài và rất thuận lợi trong những lúc em tự thực hành ở nhà vì có thể tự hiểu được những lỗi mà thầy đã demo trên lớp !,1
7978,phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học .,0
7979,"lớp thực hành rất hay bị hủy không lý do , giáo viên thực hành ít tận tâm , không hướng dẫn sinh viên .",0
7980,nên có sự so sánh phản hồi về phương pháp lập trình của sinh viên .,0
7981,chiếm 20% điểm bất công so với lớp của giáo viên dạy cùng môn .,0
7982,cách dạy để sinh viên tiếp thu bài tương đối có hiệu quả .,1
7983,thầy giảng dạy tận tình !,1
7984,"đầu thì thông báo là sẽ lập nhóm khoảng 5 người để seminar lấy điểm giữa kỳ , sau đó không cho seminar nữa mà thông báo lập lờ là "" có thể "" sẽ cho nhóm 2 người để là website cộng điểm , mới đây thì lại thông báo là mỗi người làm 1 website để cộng điểm .",0
7985,"môn học rất hay ạ , chỉ tiết rằng , phòng đào tạo xếp môn này vào năm 3 , em nghĩ môn học này không phù hợp cho năm 3 mà là năm nhất cơ .",0
7986,mang tính cập nhật .,1
7987,cô giáo nhiệt tình giảng bài dễ hiểu .,1
7988,"những thứ này không nên giảng dạy vì không phải cứ học những thứ đó là "" thành công "" , rất phí thời gian đến lớp .",0
7989,thầy dạy có hiệu quả .,1
7990,"giảng dạy dễ hiểu , vui tính , giải đáp thắc mắc cụ thể , rõ ràng .",1
7991,"cần có thêm nhiều thời gian ôn tập lại lý thuyết , kỹ năng cho học sinh .",0
7992,nhiệt tình trong giờ lên lớp cũng như check mail .,1
7993,"hôm đó là hôm duy nhất em nghĩ và thế là 0 điểm quá trình , rõ là chuyện này không hề hợp lý .",0
7994,cho về sớm .,0
7995,cô nhiệt tình .,1
7996,học đều đặn .,1
7997,chia lớp theo đúng khả năng !,1
7998,"giảng viên giảng bài không gây hứng thú cho người nghe , dễ gây mất tâm trung và buồn ngủ .",0
7999,nhiệt tình và quan tâm đến từng sinh viên .,1
8000,"đối với em , em đã thấy hợp lý .",1
8001,"em nhận thấy thầy wzjwz67 rất nhiệt tình trong việc giảng dạy , cung cấp rất nhiều thông tin thực tế cho sinh viên nhằm chuẩn bị kỹ năng khi đi ra ngoài làm việc , phương pháp học gắn sát thực tế , tuy đội lúc có gặp khó khăn nhưng cũng rất bổ ích .",1
8002,giáo viên còn khá dễ dãi với sinh viên .,0
8003,theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi .,0
8004,bởi vì môn giải thuật là môn khô khan và khó học nên em mong thầy làm cách nào đó để khiến sinh viên hứng thú học và đến lớp hơn .,0
8005,cô còn giảng hơi nhanh .,0
8006,không nên thêm bảng băm vào môn này .,0
8007,đầy đủ và nhiều ví dụ .,1
8008,giáo viên dạy tốt .,1
8009,phòng thực hành nóng .,0
8010,"dạy đúng giờ , dễ hiểu .",1
8011,"giảng viên có cách truyền đạt dễ hiểu , tận tâm .",1
8012,"tận tâm , nhiệt tình , tiết học thú vị , dễ hiểu , thân thiện , gần gũi .",1
8013,"không đảm bảo được thời gian lên lớp , giờ học lung tung .",0
8014,chưa có demo thực tế .,0
8015,nghe tiếng anh nhiều .,1
8016,đối với môn này thì khá hữu ích cho sinh viên trong đời sống xã hội hay trong công việc .,1
8017,"không có giải thích rõ , cụ thể về bài tập .",0
8018,giúp sinh viên làm việc nhóm hiệu quả hơn .,1
8019,chất lượng đào tạo rất tốt .,1
8020,"nên thực hành những thứ dễ tiếp thu bài học lý thuyết trước đó , và có cuộc thi cộng điểm cho những ai làm thêm bài tập hoặc chương trình .",0
8021,"giảng viên đứng lớp sử dụng giờ trên lớp không hiệu quả , thường kết thúc sớm , và dặn dò những điều không cần thiết , cụ thể như có những buổi học diễn ra doubledot sinh viên lên seminar đề tài không liên quan .",0
8022,chưa đưa được nhiều bài tập cho sinh viên .,0
8023,cho luyện hơi ít bài tập .,0
8024,khả năng truyền đạt không tốt lắm .,0
8025,thầy giảng hơi buồn ngủ .,0
8026,"thầy dạy rất hay , có kiến thức sâu rộng .",1
8027,chưa có hoạt động nhóm .,0
8028,chưa thật sự dễ hiểu .,0
8029,dạy lố giờ .,0
8030,"dạy trễ , giờ học bị kéo dài .",0
8031,cần thực hành môn học nhiều hơn .,0
8032,"chưa từng thấy cô giảng dạy trên lớp và nói gì đồ án , trong khi thầy dạy lý thuyết lại có .",0
8033,giảng viên nên đảm bảo giờ lên lớp vì giảng viên đã nghỉ khá nhiều số tiết có trên lớp .,0
8034,"tận tình , kỹ lưỡng .",1
8035,"thi giữa kỳ cả lớp cũng phải ngồi đợi hơn 30 phút vì giáo viên "" kẹt xe "" .",0
8036,thầy nên tham khảo cách cho và làm bài tập của thầy wzjwz319 chứ đừng show slide bài tập rồi vài giây sau qua slide đáp án .,0
8037,giáo viên giảng dạy dễ hiểu và nhiệt tình trong tiết học .,1
8038,giảng dạy rất dễ hiểu và tận tâm với sinh viên .,1
8039,"có nhiều kiến thức thực tiễn , phù hợp với môi trường làm việc hiện đại .",1
8040,cô dạy quá nhiều lý thuyết suông .,0
8041,"thầy giảng bài nhiệt tình , nhưng hơi khó hiểu .",0
8042,tăng cường speaking trong giờ học .,0
8043,"giáo viên giảng bài kỹ , tận tâm .",1
8044,"giảng viên dạy hay , dễ hiểu .",1
8045,thầy có hướng dẫn vào lúc thực hành .,1
8046,giảng viên hỗ trợ tích cực .,1
8047,giảng viên hòa đồng .,1
8048,"dạy hay , dễ hiểu , luôn hòa đồng và vui vẻ với sinh viên .",1
8049,thực hành với lý thuyết có vẻ không có liên quan với nhau .,0
8050,các bài hướng dẫn lab thực hiện trên win server 2k3 rất lỗi thời .,0
8051,"thầy dạy rễ hiểu , nhiệt tình .",1
8052,sử dụng tạo bài kiểm tra trong course chưa hợp lý .,0
8053,hình như thầy nghỉ hơi nhiều thì phải .,0
8054,"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , có thể giải đáp được thắc mắc của sinh viên .",1
8055,em thấy môn này không áp dụng thực tế đối với trường mình .,0
8056,làm chủ đề đồ án nhóm .,1
8057,thầy nên hướng dẫn bài tập nhiều hơn và nên giải các bài khó .,0
8058,"thiết kế và trình bày bài giảng mạch lạc , ngắn gọn , chi tiết giúp sinh viên dễ nắm bắt làm quen các khái niệm trong xác suất thống kê .",1
8059,slide bài giảng đầy đủ .,1
8060,"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette .",0
8061,cô dễ thương nhiệt tình .,1
8062,hoạt động nhóm tốt giúp sinh viên tích cực .,1
8063,rất thích cô wzjwz108 vì cô dạy hứng thú và hay .,1
8064,"giảng viên tận tâm , nhiệt tình , giỏi .",1
8065,cô dạy hay và có tâm .,1
8066,thầy hòa đồng và thân thiện .,1
8067,thầy giảng dạy rất tốt và tuyệt vời !,1
8068,"thầy là một người sống rất có tâm , lại có vẻ bề ngoài đẹp trai , thầy rất hóm hỉnh và dí dỏm .",1
8069,cô còn chưa thể tạo ra cho lớp học không khí sôi nổi trong học tập .,0
8070,toàn giảng slide .,0
8071,"cô nhiệt tình , hoà đồng với học sinh .",1
8072,cô có nhiều cách dạy sáng tạo .,1
8073,cần đưa ra những ứng dụng thực tế để có thể hiểu dễ dàng hơn .,0
8074,giảng dạy đầy đủ đúng giờ .,1
8075,"thầy rất nhiệt tình , giảng dễ hiểu .",1
8076,"truyền đạt dễ hiểu , phương pháp giảng dạy hứng thú .",1
8077,"giảng viên có khả năng truyền đạt tốt , hay tạo nhiều tình huống để sinh viên có thể bàn luận và luôn lắng nghe nguyện vọng của sinh viên .",1
8078,"giảng viên sắp xếp lịch ở nhiều tiết không phù hợp ( tiết 2 - 3 , 3 - 4 , dot ) khiến rất nhiều sinh viên không tham gia được .",0
8079,cô đưa ra nhiều phương án giải quyết khi sinh viên gặp vấn đề nào đó với đồ án !,1
8080,"vui tính , khả năng truyền đạt kiến thức tốt .",1
8081,"nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .",1
8082,thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,1
8083,"giảng viên không tổng kết , bổ sung lại kiến thức sau mỗi buổi tự thuyết trình của sinh viên , nhiều chỗ còn khó hiểu và kiến thức chưa sâu .",0
8084,cô giảng và dạy rất nhiệt tình .,1
8085,"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được .",0
8086,lấy điểm bằng cách gọi lên bảng làm bài .,1
8087,số lượng sinh viên trong một lớp quá lớn .,0
8088,"thiếu tương tác với sinh viên , trong khi lớp chỉ 10 người nhưng thầy vẫn chưa nắm được tình hình học viên .",0
8089,"đôi phần giảng viên nói nhanh , và sửa bài tập thì chữ ghi lại khá nhỏ ( ngồi xa bảng sẽ khó thấy ) .",0
8090,"giảng viên tận tụy quan tâm học sinh và rất tâm lý , truyền đạt tốt , thực tiễn sinh động .",1
8091,đề nghị thầy giảm béo .,0
8092,vui nhộn trong giờ học .,1
8093,khi gộp lại chương trình trở nên nhiều và rộng .,0
8094,"em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .",0
8095,thầy rất nhiệt tình và tận tâm chỉ dạy .,1
8096,giải đáp thắc mắc của sinh viên chưa tới nơi tới chốn .,0
8097,chất lượng không tốt .,1
8098,phương pháp giảng của thầy giúp chúng em nắm được kiến thức nhanh hơn và sâu hơn !,1
8099,"cách giảng giải chi tiết , ví dụ dễ hiểu .",1
8100,thầy vui vẻ và dạy dễ hiểu .,1
8101,em mong nhà trường có thể đổi phòng học cho lớp em ạ .,0
8102,"cô dạy hơi nhanh , cách nói của cô dễ gây áp lực .",0
8103,"tận tâm , rất hữu ích .",1
8104,quá cứng nhắc trong cách cho điểm .,0
8105,giảng viên có kiến thức sâu rộng .,1
8106,"giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .",0
8107,thầy luôn lên lớp đầy đủ và đúng giờ .,1
8108,môn học không bổ trợ cho sinh viên khả năng làm việc sau này .,0
8109,cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,1
8110,"nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .",1
8111,thầy nên chia sẻ giáo trình với sinh viên .,0
8112,phòng hội trường nóng nực .,0
8113,"thầy nhiệt tình , cách giảng dạy gợi mở .",1
8114,"thầy nhiệt tình , tận tâm quá mức .",1
8115,thầy nên có deadline cụ thể cho từng bài lab .,0
8116,tiếng anh nói còn phát âm sai .,0
8117,giọng cô nghe dễ ngủ !,1
8118,cần bỏ môn xác suất thống kê thay bằng học lập trình trực quan để sinh viên có thể dễ tiếp thu kiến thức .,0
8119,cô nên cho nhiều bài tập để cho sinh viên làm hơn .,0
8120,"không quan tâm , không hướng dẫn , hết !",0
8121,"thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .",1
8122,"thầy dạy chi tiết , dễ hiểu .",1
8123,"thầy dạy nhiệt tình , vui tính , sôi nổi trên lớp .",1
8124,chấm điểm thi thực hành quá khắt khe .,0
8125,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,0
8126,"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",0
8127,"đi đúng giờ , giảng bài đầy đủ .",1
8128,"phương pháp học khiến sinh viên phải chủ động , em đã cải thiện rất nhiều khả năng nói của bản thân .",1
8129,cần cho bài tập để học sinh vận dụng ở nhà ạ .,0
8130,lớp khá nhiệt tình .,1
8131,giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,0
8132,nội dung thi khá nặng so với sinh viên không chuyên .,0
8133,điểm danh không chính xác .,0
8134,"dạy nhanh , không thể theo kịp .",0
8135,"thầy trung thực thẳng thắng , ngay thẳng .",1
8136,"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",0
8137,"cô dạy tận tình , vui vẻ và nhiệt tình .",1
8138,giờ học thiếu sinh động .,0
8139,"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .",0
8140,thầy rất nhiệt tình và tận tình chỉ dạy .,1
8141,lòng nhiệt huyết .,1
8142,"có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .",1
8143,"giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .",1
8144,đôi khi để giờ trống nhiều .,0
8145,em đề nghị đổi phòng học .,0
8146,cô dạy rất dễ hiểu dễ làm .,1
8147,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,0
